# Data Set (v1): LOC-OSM2-TS
# Nov 2016
# AA1-2016 CUP: http://www.di.unipi.it/~micheli/DID/CUP-AA1/2016
# INFO: micheli@di.unipi.it
# (C) CIML group - Gallicchio, Micheli 2016
# 
# Format:
# Training set: id inputs target_x target_y (last 2 columns)
# Blind Test set: id inputs

1,-1.221357,1.161396,1.588447,-0.594630,0.190708,-1.207009,-1.222428,-1.059850,0.926617,-1.085412
2,-1.432628,1.540256,1.110095,0.347948,0.397394,-0.812921,-0.947404,-1.174280,1.583530,-1.501848
3,-1.362204,1.477112,0.691538,-0.217599,-0.222662,-1.544798,-1.039079,-1.174280,0.628021,-1.561339
4,0.891359,-0.480327,-0.205372,0.724979,0.466289,0.087849,1.802833,0.542163,-0.208049,1.056260
5,1.525173,-0.922329,-0.982693,-0.123341,-0.911613,0.087849,0.977762,0.542163,-1.462155,1.175242
6,1.243478,-0.227754,-0.863105,-0.217599,-0.153767,0.313042,2.077857,0.313304,-0.446927,0.401861
7,0.257544,0.593108,-0.085784,2.044587,1.017450,-0.024747,0.336040,-0.602132,0.628021,-0.787957
8,-0.446694,0.340535,0.512156,1.950329,1.155240,0.369340,0.886087,-0.087200,0.508582,0.461352
9,-1.080509,0.340535,1.349271,-0.029083,-0.222662,-1.150710,-0.489031,-1.231494,1.344653,-1.382866
10,1.173054,0.277392,-0.384753,1.196267,1.293030,0.144148,1.344460,0.542163,-0.028891,0.996769
11,1.032206,-0.859186,-1.221869,-1.160176,-1.187194,1.101217,-0.030658,0.599377,-1.521874,1.829642
12,-1.573476,1.287683,0.990508,-0.029083,0.466289,-0.981816,-0.947404,-1.403138,1.404372,-1.323375
13,0.187120,-0.796043,-1.102281,-0.971661,-0.980509,1.326409,-0.947404,1.915316,-1.521874,0.520842
14,0.539240,-1.048616,-1.102281,-0.688887,-0.842718,1.439006,-0.305682,0.885451,-0.805242,0.163897
15,-1.010085,0.593108,1.229683,0.819237,1.017450,-1.094412,-0.122333,-0.888206,0.807179,-0.609484
16,1.666021,-0.669756,-1.221869,-1.348691,-0.429348,0.425639,1.252786,0.656592,-0.506646,1.056260
17,1.595597,-0.669756,-1.221869,-0.217599,-0.498243,0.313042,1.619484,0.542163,-1.044120,0.996769
18,-1.221357,0.593108,0.930714,0.159432,0.604079,-1.207009,-0.855729,-1.288709,1.284933,-1.263884
19,1.736445,-0.417184,-1.341457,-0.594630,-1.256089,0.650831,1.069437,0.427733,-1.402435,0.877788
20,0.327968,-1.364332,-1.401251,-0.783145,-1.049404,1.326409,-0.489031,2.086960,-0.984400,0.937279
21,-0.657966,-1.174902,-0.982693,-1.348691,-0.704928,1.270111,-0.855729,2.086960,-1.342716,0.461352
22,0.398392,-0.038324,0.631744,0.913494,0.741869,-0.024747,1.527809,0.484948,0.209986,0.520842
23,-0.869237,-0.669756,1.349271,0.536463,0.397394,-1.038114,-0.305682,-0.830991,0.807179,-0.966430
24,-0.517118,1.224540,1.409065,-0.406114,1.017450,-1.150710,-0.030658,-0.773776,1.046056,-1.323375
25,-0.869237,1.098253,0.691538,0.442206,0.466289,-0.475132,-0.397357,-1.002635,0.628021,-0.193048
26,1.806869,-1.743191,-1.221869,-1.254434,-1.187194,0.707129,0.794413,0.713807,-1.282997,0.401861
27,0.187120,-1.364332,-0.863105,-1.160176,-0.842718,1.044918,-0.305682,1.743672,-1.044120,0.223388
28,-1.010085,0.593108,0.930714,0.913494,1.293030,-1.094412,0.152691,-0.830991,1.046056,-0.728466
29,-1.150933,0.845680,1.528653,-0.217599,0.121813,-1.150710,0.061016,-1.117065,1.523811,-1.501848
30,0.187120,-1.364332,-1.281663,-0.971661,-1.462774,1.551602,-0.030658,1.285954,-1.342716,0.520842
31,0.750511,-0.038324,-0.444547,-0.029083,0.672974,0.481937,2.169532,0.198874,-0.566365,0.758806
32,-0.869237,0.719394,1.289477,0.724979,0.948555,-0.925518,-0.305682,-1.345924,0.628021,-1.442357
33,-1.925595,0.908824,1.468859,-0.123341,0.604079,-1.150710,-0.672380,-1.231494,1.284933,-0.847448
34,0.750511,0.340535,0.213186,1.667556,0.604079,0.200446,2.077857,-0.544917,0.030828,1.115751
35,1.313902,-1.174902,-1.162075,-0.594630,-0.704928,1.213813,-2.047499,0.599377,-1.462155,1.413206
36,1.384326,0.087962,-0.504341,0.724979,-0.015977,0.481937,0.977762,0.427733,-0.805242,0.758806
37,1.032206,-0.922329,-1.162075,-0.971661,-1.738355,1.044918,-0.030658,0.713807,-1.402435,1.889133
38,1.806869,-0.669756,-0.623929,-0.594630,-0.567138,0.876024,0.702738,0.885451,-0.984400,1.175242
39,-0.305847,0.340535,0.870920,0.347948,0.810764,-0.587729,0.061016,-0.087200,0.448863,-0.549994
40,1.666021,-0.606613,-0.922899,-0.877403,-1.393879,0.594533,1.069437,0.713807,-0.984400,0.996769
41,-0.869237,1.035110,0.930714,-0.217599,0.672974,-1.207009,-0.489031,-1.174280,1.284933,-1.561339
42,1.454750,-0.290897,-1.341457,-1.348691,-0.360453,0.650831,1.161111,0.542163,-0.685804,0.996769
43,-1.010085,1.350826,1.767829,0.630721,-0.291557,-1.207009,-1.222428,-1.174280,1.165495,-1.323375
44,-1.291781,1.161396,0.990508,-0.971661,0.604079,-1.319605,-2.047499,-1.117065,0.508582,-1.204393
45,-0.164999,0.340535,0.930714,1.573298,1.775296,-0.587729,0.244365,-0.659347,0.866898,-0.193048
46,0.891359,-0.922329,-1.162075,-0.406114,-1.118299,1.270111,-0.122333,1.171525,-0.984400,1.413206
47,2.088564,-0.669756,-0.803311,-0.123341,-0.704928,0.763428,0.886087,0.484948,-1.282997,1.294224
48,0.539240,-1.553761,-1.221869,-1.537207,-1.187194,1.270111,0.244365,1.285954,-0.864962,0.877788
49,-1.010085,1.161396,0.930714,-1.254434,0.604079,-1.150710,-2.689221,-1.059850,0.628021,-1.025921
50,1.243478,-0.922329,-1.162075,-0.217599,-0.842718,1.270111,-0.489031,0.999880,-1.402435,1.234733
51,0.539240,-0.038324,-0.564135,0.347948,0.397394,0.538235,2.077857,0.370518,-0.446927,0.818297
52,-0.376270,0.908824,0.870920,1.007752,0.741869,-0.137343,0.519389,-0.430488,0.568302,-0.252539
53,-1.362204,1.413969,1.409065,-1.348691,0.052918,-1.094412,-0.764055,-0.888206,0.926617,-1.263884
